100,0
500,0
1000,0
2000,-0.390105510692966
2400,-0.390105510692966
2800,-1.43235979155801
3000,-3.40523430789915
3200,-6.50327350761401
3400,-10.7358651963074
3600,-15.1057673484828
3800,-18.7962558803337
4000,-20.4826735943344
4500,-20.4826735943344
5000,-20.4826735943344
5500,-20.4826735943344
6000,-20.4826735943344
6400,-19.8834091267855
6800,-18.7962558803337
7000,-17.3846343946195
7200,-12.5238734208936
7400,-9.00204823978001
7600,-6.25858437927378
7800,-4.61484925552678
8000,-3.62514199392841
9000,-4.03557533682044
10000,-4.71526528302779
13000,-7.14696717504204
16000,-9.42583422117877
